RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,Exited
1582,563,Spain,Male,24,7,0,2,0,0,16319.56,0,5,SILVER,769,0
1583,535,Spain,Female,50,1,140292.58,3,0,0,69531.22,1,2,GOLD,315,1
1584,557,Spain,Male,42,4,0,2,0,1,86642.38,0,2,GOLD,569,0
1585,685,Spain,Male,43,4,97392.18,2,1,0,43956.83,0,1,PLATINUM,689,0
1586,559,Spain,Male,67,9,125919.35,1,1,0,175910.95,1,1,SILVER,770,1
1587,618,Spain,Male,32,5,133476.09,1,0,1,154843.4,0,2,SILVER,734,0
1588,729,Spain,Female,28,0,0,2,1,1,31165.06,1,3,PLATINUM,433,1
1589,667,Spain,Female,36,3,121542.57,2,1,1,186841.71,0,5,PLATINUM,252,0
1590,790,Spain,Female,41,7,109508.68,1,0,0,86776.38,0,3,SILVER,233,0
1591,608,Spain,Female,35,6,0,2,1,1,143463.28,0,4,DIAMOND,253,0
1592,730,Spain,Female,43,1,103960.38,1,1,1,193650.16,0,2,DIAMOND,348,0
1593,790,Spain,Male,37,8,0,2,1,1,149418.41,0,4,GOLD,348,0
1594,627,Spain,Female,55,6,0,1,0,0,91943.94,1,3,SILVER,396,1
1595,699,Spain,Male,31,8,125927.51,2,1,0,147661.47,0,2,PLATINUM,240,0
1596,660,Spain,Female,42,5,0,3,1,1,189016.24,1,5,GOLD,351,1
1597,618,Spain,Male,41,4,115251.64,1,0,0,136435.75,0,5,PLATINUM,644,0
1598,629,Spain,Male,34,8,0,2,1,1,180595.02,0,3,SILVER,835,0
1599,678,Spain,Female,40,4,113794.22,1,1,0,16618.76,0,4,PLATINUM,831,0
1600,527,Spain,Male,28,6,128396.33,2,1,0,79919.97,0,5,SILVER,882,0
1601,743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1,2,SILVER,947,1
1602,663,Spain,Male,52,0,136298.65,1,1,0,144593.3,1,2,SILVER,548,1
1603,524,Spain,Female,64,5,0,1,1,0,136079.64,1,2,GOLD,364,1
1604,720,Spain,Male,33,3,123783.91,2,1,1,142903.44,0,2,SILVER,649,0
1605,621,Spain,Female,40,7,0,2,0,1,131283.6,1,4,PLATINUM,499,1
1606,574,Spain,Female,37,7,0,2,1,0,32262.28,0,2,DIAMOND,737,0
1607,611,Spain,Female,28,3,96381.68,2,1,0,181419.29,0,3,GOLD,855,0
1608,550,Spain,Female,33,9,72788.03,1,1,1,103608.06,0,2,PLATINUM,487,0
1609,593,Spain,Male,26,9,76226.9,1,1,0,167564.82,0,5,GOLD,608,0
1610,676,Spain,Female,30,5,0,2,0,0,179066.58,0,3,DIAMOND,705,0
1611,649,Spain,Female,49,2,0,1,1,0,84863.85,1,3,DIAMOND,226,1
1612,509,Spain,Male,41,7,126683.8,1,0,1,114775.53,0,3,PLATINUM,824,0
1613,729,Spain,Male,44,4,107726.93,2,1,0,153064.87,0,5,SILVER,456,0
1614,689,Spain,Female,63,1,0,2,1,1,186526.12,0,1,GOLD,371,0
1615,790,Spain,Male,37,6,0,2,1,1,119484.01,0,4,GOLD,413,0
1616,754,Spain,Female,27,8,0,2,0,0,121821.16,0,3,DIAMOND,307,0
1617,652,Spain,Male,41,8,115144.68,1,1,0,188905.43,0,4,SILVER,900,0
1618,743,Spain,Male,45,7,157332.26,1,1,0,125424.42,0,2,SILVER,775,0
1619,713,Spain,Male,38,6,116980.78,2,0,1,76038.38,0,3,GOLD,503,0
1620,678,Spain,Female,40,3,128398.38,1,1,0,168658.3,0,3,DIAMOND,893,0
1621,540,Spain,Male,39,1,0,1,0,1,108419.41,0,2,DIAMOND,727,0
1622,415,Spain,Male,53,5,167259.44,1,1,1,22357.25,0,2,DIAMOND,929,0
1623,632,Spain,Male,37,1,138207.08,1,1,0,60778.11,1,3,DIAMOND,302,1
1624,529,Spain,Male,34,9,0,1,1,1,93208.22,0,3,DIAMOND,562,0
1625,619,Spain,Female,31,3,141751.82,1,0,1,61531.86,0,4,DIAMOND,241,0
1626,680,Spain,Female,37,6,124140.57,2,1,0,92826.35,0,1,GOLD,460,0
1627,636,Spain,Female,29,6,157576.47,2,1,1,101102.39,0,1,PLATINUM,332,0
1628,538,Spain,Male,43,5,0,2,1,0,126933.73,0,4,DIAMOND,587,0
1629,597,Spain,Male,35,0,127510.99,1,1,1,155356.34,0,4,SILVER,868,0
1630,615,Spain,Male,51,6,81818.49,1,1,1,169149.38,0,3,SILVER,454,0
1631,730,Spain,Male,26,6,0,2,1,1,185808.7,0,4,GOLD,325,0
1632,648,Spain,Male,49,5,0,1,1,0,149946.43,1,4,GOLD,549,1
1633,719,Spain,Male,44,2,0,2,1,0,196582.19,0,5,GOLD,660,0
1634,585,Spain,Female,56,1,128472.8,1,1,0,186476.91,1,2,GOLD,815,1
1635,619,Spain,Male,46,8,62400.48,1,1,1,132498.39,1,5,GOLD,862,1
1636,513,Spain,Female,41,9,107135.04,2,1,1,160546.58,0,1,DIAMOND,576,0
1637,563,Spain,Male,26,7,0,2,0,0,6139.74,0,4,DIAMOND,743,0
1638,607,Spain,Female,32,7,0,3,0,1,10674.62,0,4,DIAMOND,701,0
1639,521,Spain,Female,49,4,82940.25,2,0,0,62413.01,1,3,GOLD,772,1
1640,671,Spain,Female,31,4,0,2,0,1,79270.02,0,2,GOLD,598,0
1641,604,Spain,Male,27,9,101352.78,1,0,0,30252.3,0,2,DIAMOND,799,0
1642,836,Spain,Female,37,10,0,2,1,0,111324.41,0,1,GOLD,645,0
1643,622,Spain,Male,27,9,139834.93,1,1,1,152733.89,0,2,DIAMOND,972,0
1644,521,Spain,Female,39,3,146408.68,1,0,0,72993.67,0,3,DIAMOND,818,0
1645,748,Spain,Male,35,5,105492.53,1,1,1,150057.2,0,4,GOLD,811,0
1646,433,Spain,Male,27,2,0,2,1,1,153698.65,0,2,DIAMOND,415,0
1647,525,Spain,Female,30,5,0,2,0,1,149195.44,0,4,SILVER,802,0
1648,504,Spain,Male,40,5,0,2,0,0,146703.36,0,2,SILVER,538,0
1649,662,Spain,Female,54,1,187997.15,1,0,0,111442.71,1,4,SILVER,857,1
1650,685,Spain,Male,38,4,0,2,1,1,35884.91,0,4,DIAMOND,966,0
1651,525,Spain,Female,60,7,0,2,0,1,168034.9,0,1,GOLD,895,0
1652,539,Spain,Male,28,5,0,2,1,0,48382.4,0,1,DIAMOND,830,0
1653,696,Spain,Female,30,0,0,2,1,1,9002.8,0,5,SILVER,447,0
1654,601,Spain,Male,24,7,0,2,0,0,144660.42,0,4,SILVER,295,0
1655,586,Spain,Male,29,2,132450.24,1,1,1,36176.63,0,3,DIAMOND,423,0
1656,771,Spain,Female,33,5,0,2,1,0,8673.43,0,5,SILVER,288,0
1657,568,Spain,Male,27,5,126815.97,2,0,1,118648.12,0,1,DIAMOND,939,0
1658,606,Spain,Male,33,8,0,2,1,1,63176.77,0,2,DIAMOND,640,0
1659,657,Spain,Female,41,6,112119.48,1,1,0,17536.82,0,1,PLATINUM,476,0
1660,596,Spain,Male,57,6,0,2,1,1,72402,0,1,DIAMOND,627,0
1661,694,Spain,Male,31,5,0,1,1,0,35593.18,0,2,PLATINUM,636,0
1662,729,Spain,Female,42,7,0,2,1,0,58268.2,1,1,PLATINUM,226,1
1663,611,Spain,Female,33,7,0,2,1,1,3729.89,0,1,DIAMOND,976,0
1664,717,Spain,Female,34,1,0,2,1,0,119313.74,0,4,DIAMOND,533,0
1665,685,Spain,Female,42,2,0,2,0,0,199992.48,0,2,SILVER,810,0
1666,605,Spain,Male,47,7,142643.54,1,1,0,189310.27,0,3,PLATINUM,255,0
1667,660,Spain,Male,33,4,0,1,1,0,29664.45,0,4,DIAMOND,400,0
1668,506,Spain,Male,32,8,0,2,0,1,182692.8,0,4,DIAMOND,671,0
1669,588,Spain,Male,32,3,109109.33,1,0,1,4993.94,0,3,GOLD,447,0
1670,622,Spain,Female,26,8,0,2,1,1,124964.82,0,1,SILVER,471,0
1671,758,Spain,Female,43,10,0,2,1,1,55313.44,0,2,GOLD,995,0
1672,827,Spain,Female,35,0,0,2,0,1,184514.01,0,3,DIAMOND,520,0
1673,654,Spain,Female,36,5,0,2,0,0,157238.05,0,2,SILVER,596,0
1674,619,Spain,Male,52,8,0,2,1,1,123242.11,0,1,PLATINUM,239,0
1675,642,Spain,Male,26,8,144238.7,1,1,1,184399.76,0,3,PLATINUM,649,0
1676,472,Spain,Female,32,1,159397.75,1,0,1,57323.18,0,4,PLATINUM,829,0
1677,470,Spain,Male,30,4,125385.01,1,1,0,68293.93,0,1,GOLD,536,0
1678,640,Spain,Male,29,5,197200.04,2,1,0,141453.62,0,1,PLATINUM,540,0
1679,454,Spain,Female,48,5,144837.79,1,1,1,93151.77,0,2,DIAMOND,325,0
1680,621,Spain,Male,50,3,163085.79,1,0,1,131048.36,0,5,PLATINUM,710,0
1681,630,Spain,Male,41,7,107511.52,1,0,1,46156.87,0,5,SILVER,419,0
1682,561,Spain,Male,24,8,143656.55,1,0,1,180932.46,0,1,DIAMOND,689,0
1683,787,Spain,Male,39,10,108935.39,1,1,1,101168.3,0,5,DIAMOND,637,0
1684,808,Spain,Female,67,10,124577.15,1,0,1,169894.4,0,5,GOLD,259,0
1685,515,Spain,Male,29,4,151012.55,2,1,0,9770.97,0,1,PLATINUM,935,0
1686,663,Spain,Female,58,5,216109.88,1,0,1,74176.71,1,2,SILVER,251,1
1687,628,Spain,Male,50,8,0,1,0,0,144366.83,1,2,GOLD,407,1
1688,631,Spain,Male,46,9,160736.63,1,0,1,93503.02,0,3,SILVER,576,0
1689,715,Spain,Male,38,2,96798.79,2,1,1,4554.67,0,2,SILVER,294,0
1690,613,Spain,Male,44,9,100524.69,1,1,1,47298.95,0,4,DIAMOND,484,0
1691,552,Spain,Male,55,3,0,1,1,1,40333.94,0,4,SILVER,466,0
1692,640,Spain,Male,39,3,0,1,1,1,105997.25,0,1,SILVER,540,0
1693,684,Spain,Female,24,9,79263.9,1,0,1,196574.48,0,4,SILVER,484,0
1694,624,Spain,Male,38,7,123906.55,1,1,0,135096.78,0,4,GOLD,799,0
1695,661,Spain,Male,38,7,143006.7,1,1,1,15650.89,0,2,SILVER,689,0
1696,627,Spain,Female,28,3,157597.61,1,0,1,34097.22,0,3,PLATINUM,768,0
1697,812,Spain,Male,38,3,127117.8,2,1,1,174822.74,0,1,PLATINUM,730,0
1698,717,Spain,Male,36,2,102989.83,2,0,1,49185.57,0,5,SILVER,313,0
1699,693,Spain,Male,28,1,145118.83,1,0,1,77742.38,0,5,GOLD,944,0
1700,608,Spain,Male,48,7,75801.74,1,1,0,125762.95,0,4,PLATINUM,964,0
1701,599,Spain,Male,42,6,0,2,1,0,113868.4,0,4,SILVER,837,0
1702,621,Spain,Female,43,8,0,1,0,0,102806.6,0,1,DIAMOND,590,0
1703,621,Spain,Male,41,5,104631.67,1,1,1,95551.22,0,1,PLATINUM,680,0
1704,487,Spain,Female,40,6,136093.74,1,0,1,193408.43,0,2,SILVER,677,0
1705,606,Spain,Male,34,3,161572.24,1,0,1,191076.22,0,3,PLATINUM,893,0
1706,577,Spain,Male,48,6,179852.26,1,1,0,193580.32,0,2,GOLD,782,0
1707,637,Spain,Male,43,8,0,1,1,0,12156.93,1,5,DIAMOND,317,1
1708,606,Spain,Male,36,0,94153.56,1,0,1,120138.27,0,3,DIAMOND,937,0
1709,568,Spain,Male,39,5,0,2,1,1,129569.92,0,4,SILVER,594,0
1710,581,Spain,Female,24,10,159203.71,1,1,1,102517.83,1,4,DIAMOND,766,1
1711,529,Spain,Female,44,1,0,2,0,0,14161.3,0,4,DIAMOND,786,0
1712,715,Spain,Male,42,6,0,2,1,1,128745.69,0,4,SILVER,289,0
1713,689,Spain,Female,40,5,154251.67,1,0,1,118319.5,0,3,PLATINUM,561,0
1714,738,Spain,Male,36,5,0,2,1,1,96881.32,0,1,GOLD,856,0
1715,605,Spain,Male,41,5,103154.66,1,0,0,143203.78,0,1,GOLD,380,0
1716,564,Spain,Female,24,6,149592.14,1,1,1,153771.8,0,2,GOLD,301,0
1717,675,Spain,Male,32,8,197436.82,1,1,1,52710.7,0,3,DIAMOND,236,0
1718,656,Spain,Female,32,1,104254.27,1,1,1,17034.37,0,3,PLATINUM,715,0
1719,685,Spain,Female,30,2,0,3,1,1,172576.43,1,5,PLATINUM,894,1
1720,614,Spain,Female,37,9,0,2,1,1,62023.1,0,2,SILVER,639,0
1721,631,Spain,Male,29,3,0,2,1,1,197963.46,0,3,DIAMOND,463,0
1722,690,Spain,Male,26,8,116318.23,1,1,1,83253.05,0,2,PLATINUM,713,0
1723,575,Spain,Male,41,2,100062.39,1,0,0,126307.25,0,1,GOLD,599,0
1724,674,Spain,Female,41,4,126605.14,1,1,1,166694.93,0,2,GOLD,595,0
1725,457,Spain,Male,44,7,0,2,0,0,185992.36,0,4,PLATINUM,717,0
1726,688,Spain,Female,46,3,0,2,0,1,104902.68,0,2,PLATINUM,752,0
1727,733,Spain,Female,38,5,0,2,1,1,1271.51,0,2,PLATINUM,770,0
1728,666,Spain,Male,43,5,0,2,1,0,29346.1,0,2,SILVER,464,0
1729,511,Spain,Female,40,1,0,1,1,1,184118.73,0,3,PLATINUM,534,0
1730,597,Spain,Male,24,0,108058.07,2,1,1,187826.11,0,3,PLATINUM,676,0
1731,679,Spain,Female,39,7,91187.9,1,0,1,6075.36,0,4,PLATINUM,631,0
1732,668,Spain,Male,43,1,147167.25,1,0,0,141679.73,0,1,DIAMOND,431,0
1733,708,Spain,Male,46,7,68799.72,1,1,1,39704.14,0,5,PLATINUM,287,0
1734,550,Spain,Male,39,2,116120.19,2,1,1,195638.13,0,1,GOLD,805,0
1735,719,Spain,Male,40,4,128389.12,1,1,1,176091.31,0,1,DIAMOND,979,0
1736,715,Spain,Male,31,7,0,1,1,1,149970.59,0,1,PLATINUM,707,0
1737,750,Spain,Female,33,3,161801.47,1,0,1,153288.97,1,1,PLATINUM,263,1
1738,652,Spain,Female,38,6,123081.84,2,1,1,188657.97,0,5,PLATINUM,305,0
1739,738,Spain,Male,35,8,127290.61,1,1,0,16081.62,0,2,SILVER,620,0
1740,679,Spain,Male,33,4,96110.22,1,1,0,1173.23,0,2,SILVER,681,0
1741,617,Spain,Female,46,3,106521.49,1,0,1,86587.37,0,4,DIAMOND,693,0
1742,613,Spain,Male,39,8,118201.41,1,1,0,23315.59,0,1,DIAMOND,333,0
1743,584,Spain,Female,30,5,0,2,1,1,185201.58,0,2,SILVER,564,0
1744,619,Spain,Female,38,6,0,2,1,1,117616.29,0,5,GOLD,968,0
1745,556,Spain,Male,38,2,115463.16,1,1,0,150679.65,0,3,SILVER,350,0
1746,701,Spain,Female,39,9,0,2,1,1,110043.88,0,1,GOLD,693,0
1747,587,Spain,Male,42,5,120233.83,1,1,0,194890.33,0,4,PLATINUM,736,0
1748,627,Spain,Male,48,1,132759.8,1,1,0,78899.22,0,5,GOLD,419,0
1749,623,Spain,Female,50,2,87116.71,1,1,1,104382.11,0,5,SILVER,970,0
1750,666,Spain,Female,47,5,0,1,0,0,166650.9,1,3,SILVER,988,1
1751,850,Spain,Male,44,8,0,2,1,1,183617.32,0,1,GOLD,783,0
1752,463,Spain,Female,35,2,0,2,1,1,1950.93,0,2,DIAMOND,803,0
1753,741,Spain,Male,50,1,78737.61,1,1,1,13018.96,0,3,PLATINUM,261,0
1754,646,Spain,Male,25,5,182876.88,2,1,1,42537.59,1,1,GOLD,989,1
1755,569,Spain,Female,51,3,0,3,1,0,75084.96,1,2,SILVER,411,1
1756,478,Spain,Male,48,0,83287.05,2,0,1,44147.95,1,2,GOLD,706,1
1757,615,Spain,Male,41,4,0,1,0,1,149278.96,0,2,PLATINUM,404,0
1758,651,Spain,Male,45,4,0,2,0,0,193009.21,0,4,DIAMOND,344,0
1759,785,Spain,Female,31,2,121691.54,2,0,0,81778.72,0,4,PLATINUM,922,0
1760,563,Spain,Male,57,6,0,2,1,1,39297.48,0,2,DIAMOND,263,0
1761,643,Spain,Male,43,1,0,2,1,1,145764.4,0,5,GOLD,307,0
1762,769,Spain,Male,38,6,0,2,0,0,104393.78,0,5,PLATINUM,390,0
1763,527,Spain,Male,53,8,0,1,1,1,51711.57,0,1,SILVER,488,0
1764,729,Spain,Female,42,1,0,2,1,1,149535.97,0,5,SILVER,263,0
1765,698,Spain,Female,63,5,0,1,1,1,173576.71,0,5,SILVER,545,0
1766,665,Spain,Female,32,10,0,1,1,1,22487.45,0,4,PLATINUM,709,0
1767,675,Spain,Female,35,8,155621.08,1,0,1,35177.31,0,1,PLATINUM,977,0
1768,635,Spain,Female,48,2,0,2,1,1,136551.25,0,4,GOLD,514,0
1769,758,Spain,Male,40,3,0,2,0,0,96097.65,0,1,DIAMOND,864,0
1770,559,Spain,Male,38,3,145874.35,1,1,0,56311.39,1,2,SILVER,707,1
1771,754,Spain,Female,50,7,146777.44,2,0,1,150685.52,0,1,GOLD,517,0
1772,650,Spain,Male,24,8,108881.73,1,1,0,104492.83,0,3,SILVER,853,0
1773,831,Spain,Female,44,10,0,1,0,1,47729.33,0,2,GOLD,924,0
1774,577,Spain,Male,41,4,89015.61,1,0,1,135227.23,0,4,DIAMOND,719,0
1775,576,Spain,Male,45,5,133618.01,1,0,0,135244.87,0,3,SILVER,291,0
1776,806,Spain,Female,37,2,137794.18,2,0,1,75232.02,0,2,SILVER,691,0
1777,679,Spain,Female,28,9,0,2,0,1,61761.77,0,3,GOLD,293,0
1778,850,Spain,Female,39,6,0,2,1,0,103921.43,0,3,GOLD,491,0
1779,564,Spain,Male,31,5,121461.87,1,1,1,20432.09,1,1,PLATINUM,279,1
1780,796,Spain,Female,23,3,146584.19,2,0,0,125445.8,0,4,SILVER,802,0
1781,527,Spain,Female,46,10,131414.76,1,1,0,54947.51,0,4,DIAMOND,599,0
1782,553,Spain,Male,38,1,181110.13,2,1,0,184544.59,0,4,PLATINUM,300,0
1783,850,Spain,Male,33,3,100476.46,2,1,1,136539.13,0,1,GOLD,590,0
1784,707,Spain,Male,48,8,88441.64,1,1,1,119903.2,1,2,DIAMOND,244,1
1785,681,Spain,Female,57,2,173306.13,1,0,1,131964.66,0,3,DIAMOND,870,0
1786,703,Spain,Male,39,6,152685.4,1,0,0,183656.12,0,2,DIAMOND,994,0
1787,612,Spain,Female,63,2,131629.17,2,1,0,122109.58,1,4,SILVER,642,1
1788,724,Spain,Male,36,1,0,2,1,0,52462.25,0,3,GOLD,660,0
1789,770,Spain,Male,30,8,0,2,0,1,50839.85,0,3,GOLD,597,0
1790,574,Spain,Male,36,3,0,2,1,1,8559.66,0,5,DIAMOND,644,0
1791,607,Spain,Male,34,9,132439.99,1,1,0,177747.72,0,3,PLATINUM,768,0
1792,618,Spain,Female,40,8,0,2,1,0,80204.38,0,3,DIAMOND,897,0
1793,744,Spain,Female,30,1,124037.28,1,1,1,142210.94,0,5,DIAMOND,334,0
1794,703,Spain,Male,36,7,135095.47,1,1,0,143859.66,0,2,SILVER,764,0
1795,649,Spain,Female,32,7,0,1,1,0,28797.32,0,4,PLATINUM,537,0
1796,573,Spain,Female,72,8,98765.84,1,1,1,96015.53,0,1,PLATINUM,255,0
1797,686,Spain,Male,39,10,136258.06,1,0,0,89199.51,0,2,PLATINUM,232,0
1798,520,Spain,Female,30,4,145222.99,2,0,0,145160.96,0,3,GOLD,779,0
1799,648,Spain,Female,28,9,102282.61,1,1,1,157891.11,0,1,DIAMOND,472,0
1800,718,Spain,Male,40,9,0,2,0,0,121537.91,0,4,GOLD,299,0
1801,744,Spain,Male,39,4,95161.75,1,1,0,19409.77,0,3,GOLD,920,0
1802,751,Spain,Female,34,8,127095.14,2,0,0,479.54,0,2,DIAMOND,995,0
1803,704,Spain,Female,24,2,0,1,1,0,35600.25,1,3,PLATINUM,443,1
1804,512,Spain,Female,35,5,124580.69,1,1,1,18785.48,0,2,SILVER,428,0
1805,424,Spain,Male,34,7,0,1,1,1,16250.61,0,4,PLATINUM,640,0
1806,697,Spain,Male,62,7,0,1,1,0,129188.18,1,4,DIAMOND,547,1
1807,664,Spain,Male,44,7,77526.66,3,0,0,57338.56,1,5,DIAMOND,339,1
1808,605,Spain,Female,57,2,0,3,1,0,66652.75,1,3,PLATINUM,502,1
1809,604,Spain,Female,28,6,0,2,1,1,69056.26,0,4,SILVER,634,0
1810,779,Spain,Female,55,0,133295.98,1,1,0,22832.71,1,2,DIAMOND,384,1
1811,625,Spain,Male,32,7,106957.28,1,1,1,134794.02,0,2,SILVER,470,0
1812,641,Spain,Female,40,4,101090.27,1,1,1,51703.09,0,5,GOLD,447,0
1813,434,Spain,Male,33,3,0,1,1,1,2739.71,0,5,PLATINUM,556,0
1814,762,Spain,Female,60,10,168920.75,1,1,0,31445.03,1,4,SILVER,909,1
1815,660,Spain,Male,38,6,109869.32,1,1,1,154641.91,0,3,PLATINUM,688,0
1816,581,Spain,Female,44,7,189318.16,2,1,0,45026.23,1,5,SILVER,846,1
1817,667,Spain,Male,35,4,97585.32,2,0,0,57213.46,0,4,GOLD,369,0
1818,644,Spain,Male,32,3,136659.74,1,1,1,14187.78,0,3,SILVER,543,0
1819,627,Spain,Female,35,7,0,1,1,0,187718.26,0,4,GOLD,256,0
1820,599,Spain,Male,33,4,51690.89,1,1,0,111622.76,1,4,DIAMOND,811,1
1821,744,Spain,Male,34,3,0,2,1,0,27244.35,0,2,PLATINUM,764,0
1822,663,Spain,Female,53,6,150200.23,1,0,1,151317.27,1,3,GOLD,654,1
1823,547,Spain,Female,22,7,141287.15,1,1,0,118142.79,0,5,PLATINUM,282,0
1824,632,Spain,Female,32,1,0,2,1,0,19525.65,0,1,GOLD,523,0
1825,742,Spain,Male,24,8,0,2,1,0,4070.28,0,4,DIAMOND,255,0
1826,761,Spain,Female,34,2,0,2,1,0,61251.25,0,3,SILVER,741,0
1827,650,Spain,Male,42,4,194532.66,1,1,0,171045.31,1,3,PLATINUM,824,1
1828,797,Spain,Male,59,4,129321.44,1,1,1,93624.55,0,3,GOLD,245,0
1829,699,Spain,Male,43,2,136487.86,2,1,0,82815.93,0,4,PLATINUM,237,0
1830,499,Spain,Female,42,0,147187.84,1,1,1,14868.94,1,5,SILVER,662,1
1831,850,Spain,Male,54,7,108185.81,2,0,0,24093.4,1,3,PLATINUM,431,1
1832,553,Spain,Male,42,7,0,2,1,0,7680.23,0,3,SILVER,869,0
1833,448,Spain,Male,25,2,0,2,0,0,95215.73,0,2,PLATINUM,843,0
1834,669,Spain,Male,25,7,157228.61,2,1,0,124382.9,0,1,GOLD,632,0
1835,654,Spain,Male,34,5,0,2,1,0,159311.46,0,3,PLATINUM,527,0
1836,529,Spain,Female,35,5,0,2,1,0,56518,0,4,DIAMOND,284,0
1837,615,Spain,Female,29,7,143330.56,2,1,1,126396.01,0,1,DIAMOND,229,0
1838,644,Spain,Male,54,6,0,1,0,1,84622.37,0,5,GOLD,313,0
1839,568,Spain,Female,36,10,153610.61,1,1,1,54083.8,1,2,SILVER,244,1
1840,598,Spain,Female,35,8,0,3,0,1,88658.73,0,4,DIAMOND,235,0
1841,606,Spain,Male,42,10,0,2,1,0,177938.52,0,2,PLATINUM,230,0
1842,644,Spain,Female,26,4,153455.72,2,1,1,82696.84,0,5,PLATINUM,944,0
1843,683,Spain,Male,34,9,114609.55,2,0,1,25339.29,0,5,DIAMOND,739,0
1844,647,Spain,Male,28,6,149594.02,2,1,0,102325.19,0,5,SILVER,607,0
1845,737,Spain,Female,39,7,130051.66,2,0,0,55356.39,1,2,SILVER,722,1
1846,667,Spain,Female,34,5,0,2,1,0,163830.64,0,5,DIAMOND,627,0
1847,596,Spain,Male,20,3,187294.46,1,1,0,103456.47,0,4,DIAMOND,719,0
1848,596,Spain,Male,67,6,0,2,1,1,138350.74,0,3,PLATINUM,727,0
1849,603,Spain,Female,56,5,90778.76,2,1,0,162223.67,1,4,PLATINUM,975,1
1850,647,Spain,Male,33,7,121260.19,2,1,0,77216.48,0,1,PLATINUM,335,0
1851,796,Spain,Male,56,6,94231.13,1,0,0,121164.6,1,2,GOLD,667,1
1852,489,Spain,Male,58,4,0,2,1,1,191419.32,0,4,SILVER,486,0
1853,714,Spain,Male,34,5,0,2,1,0,193040.32,0,3,SILVER,446,0
1854,634,Spain,Female,36,1,0,1,1,1,143960.72,0,3,GOLD,972,0
1855,714,Spain,Male,33,8,122017.19,1,0,0,162515.17,0,5,DIAMOND,504,0
1856,503,Spain,Male,32,9,100262.88,2,1,1,157921.25,0,1,DIAMOND,685,0
1857,685,Spain,Female,43,6,117302.62,1,0,0,68701.73,0,4,DIAMOND,975,0
1858,638,Spain,Male,35,1,0,2,1,0,165370.66,0,2,SILVER,456,0
1859,610,Spain,Female,50,5,130554.51,3,1,0,184758.17,1,2,SILVER,821,1
1860,622,Spain,Female,47,6,142319.03,1,0,0,100183.05,0,4,DIAMOND,578,0
1861,614,Spain,Male,36,5,0,2,1,0,130610.78,0,1,GOLD,877,0
1862,691,Spain,Male,36,7,129934.64,1,0,0,75664.56,1,1,DIAMOND,728,1
1863,712,Spain,Female,39,5,163097.55,2,1,1,23702.42,0,2,GOLD,893,0
1864,573,Spain,Male,44,8,0,2,0,0,62424.46,0,1,DIAMOND,547,0
1865,790,Spain,Male,20,8,0,2,1,0,168152.76,0,5,GOLD,425,0
1866,728,Spain,Female,43,5,0,1,1,1,120088.17,0,5,GOLD,924,0
1867,645,Spain,Female,29,4,0,2,1,1,74346.11,0,4,GOLD,268,0
1868,596,Spain,Male,32,4,0,2,0,1,146504.35,0,3,PLATINUM,826,0
1869,542,Spain,Female,26,2,0,2,1,1,54869.54,0,2,PLATINUM,303,0
1870,609,Spain,Male,32,4,99883.16,1,1,1,120594.85,0,3,PLATINUM,887,0
1871,544,Spain,Male,22,4,0,2,1,0,70007.67,0,3,SILVER,597,0
1872,567,Spain,Male,35,8,153137.74,1,1,0,88659.07,0,2,PLATINUM,549,0
1873,490,Spain,Male,40,6,156111.08,1,0,0,190889.13,0,3,SILVER,759,0
1874,610,Spain,Female,37,10,140363.95,2,1,1,129563.86,0,3,GOLD,929,0
1875,721,Spain,Female,32,10,0,1,1,0,136119.96,1,5,SILVER,579,1
1876,654,Spain,Female,32,2,0,1,1,1,51972.92,1,5,DIAMOND,580,1
1877,659,Spain,Male,27,4,0,2,1,0,99341.87,0,4,PLATINUM,613,0
1878,670,Spain,Male,43,1,97792.21,1,0,0,120225.62,0,4,SILVER,701,0
1879,814,Spain,Female,72,2,0,2,0,1,130853.03,0,1,SILVER,836,0
1880,676,Spain,Male,35,0,0,2,0,0,139911.58,0,3,SILVER,543,0
1881,760,Spain,Female,33,1,118114.28,2,0,1,156660.21,0,2,SILVER,348,0
1882,601,Spain,Male,28,6,0,2,1,0,14665.28,0,4,PLATINUM,541,0
1883,507,Spain,Female,34,4,0,2,1,1,60688.38,0,3,DIAMOND,392,0
1884,636,Spain,Male,76,9,126534.6,1,1,1,39789.62,0,4,DIAMOND,847,0
1885,719,Spain,Female,35,8,0,1,1,1,165162.4,0,5,DIAMOND,569,0
1886,706,Spain,Male,30,6,87609.68,2,0,0,137674.55,1,4,SILVER,643,1
1887,731,Spain,Male,41,3,0,2,1,0,101371.72,0,4,PLATINUM,292,0
1888,738,Spain,Male,49,3,0,3,1,1,65066.48,1,2,PLATINUM,460,1
1889,622,Spain,Female,36,0,108960,2,1,0,111180.3,1,1,PLATINUM,532,1
1890,701,Spain,Female,30,2,0,2,1,0,115650.63,0,1,DIAMOND,528,0
1891,574,Spain,Male,36,4,77967.5,1,1,0,167066.95,1,1,DIAMOND,929,1
1892,422,Spain,Female,54,4,0,2,1,1,7166.71,0,5,PLATINUM,733,0
